crn	r0	r1	r2
67370	1133	0211	0102	0002
67371	1133	0313	0012	0002
67372	1133	0313	0312	0001
67373	1233	0111	0102	0012
67374	0333	0311	0123	0103
67375	1233	1203	0213	0112
67376	1333	1103	0213	0112
67377	1333	1203	0313	0112
67378	2333	0311	0103	0002
67379	1113	1200	0333	0302
6738	0322	0122	0113	0012
67380	1113	3300	0333	0302
67381	0333	0301	0103	0102
67382	0333	0311	0103	0102
67383	2311	0313	0103	0002
67384	2311	0113	0103	0002
67385	2311	1323	0113	0012
67386	2311	1323	0211	0023
67387	1213	1112	0133	0011
67388	1113	1112	0133	0011
67389	3301	0123	0111	0001
6739	0322	0122	0111	0012
67390	3301	0123	0111	0003
67391	3301	0233	0211	0002
67392	0213	0302	0301	0002
67393	1301	0312	0013	0003
67394	1301	0312	0013	0002
67395	0213	0302	0011	0002
67396	0211	0302	0013	0002
67397	1211	1200	0112	0302
67398	1213	1200	0112	0302
67399	1311	0100	0023	0013
674	2313	1233	1202	0112
6740	0322	0122	0113	0023
67400	1311	0100	0023	0011
67401	3313	0100	0033	0012
67402	3311	0100	0033	0023
67403	1311	0200	0033	0012
67404	3313	0300	0013	0012
67405	3313	0100	0013	0012
67406	0313	0200	0100	0023
67407	1113	0113	0302	0022
67408	1113	0213	0302	0033
67409	1112	0333	0203	0001
6741	0322	0122	0111	0023
67410	1112	0333	0103	0001
67411	1112	0333	0203	0002
67412	1312	0211	0103	0002
67413	3312	0111	0103	0003
67414	1312	0211	0201	0003
67415	3312	0233	0211	0002
67416	3312	0213	0211	0002
67417	0312	0311	0133	0301
67418	0312	0311	0133	0103
67419	0312	0311	0133	0100
6742	0312	0122	0113	0023
67420	1233	0123	0113	0302
67421	1233	0323	0113	0100
67422	1333	1323	0313	0103
67423	1333	0323	0313	0103
67424	1301	0103	0013	0002
67425	1100	0312	0133	0003
67426	1100	0312	0113	0301
67427	1113	1200	0333	0112
67428	3313	0213	0133	0023
67429	1213	1303	0113	0023
6743	0312	0122	0113	0012
67430	1113	1303	0111	0023
67431	1113	1303	0111	0012
67432	1233	1113	0233	0112
67433	3312	0111	0203	0103
67434	3312	0111	0103	0100
67435	1103	0313	0133	0302
67436	1133	0333	0233	0302
67437	1312	0211	0113	0103
67438	1312	0211	0111	0103
67439	1133	1113	0112	0300
6744	0312	0122	0111	0012
67440	1133	0313	0112	0300
67441	3301	0301	0013	0002
67442	3301	0333	0013	0002
67443	1233	1311	0123	0023
67444	1233	0311	0123	0023
67445	1211	1101	0133	0012
67446	1311	1301	0133	0012
67447	1311	1303	0133	0012
67448	1311	1303	0133	0023
67449	3313	0113	0302	0022
6745	0312	0122	0111	0023
67450	1113	0113	0302	0011
67451	1103	0313	0133	0102
67452	1333	0313	0133	0302
67453	3311	1312	0333	0103
67454	1333	1312	0333	0103
67455	2311	0123	0011	0002
67456	1113	0312	0111	0301
67457	1113	0312	0111	0201
67458	1113	0312	0111	0200
67459	1101	0313	0302	0103
6746	0312	0112	0111	0012
67460	1101	0313	0123	0103
67461	1213	1201	0123	0002
67462	1213	1211	0123	0002
67463	1213	1311	0123	0002
67464	1213	0311	0123	0002
67465	1333	1213	0102	0001
67466	1333	0233	0102	0001
67467	1333	0213	0102	0001
67468	1133	1113	0333	0312
67469	1333	1113	0111	0012
6747	0212	0112	0111	0012
67470	1311	0200	0013	0012
67471	1311	0100	0013	0012
67472	1311	0133	0023	0012
67473	1311	1133	0023	0003
67474	1311	1100	0323	0113
67475	1300	0113	0302	0103
67476	1112	0113	0103	0011
67477	1101	0333	0013	0002
67478	1113	0233	0012	0002
67479	2313	2311	0112	0103
6748	0212	0133	0113	0012
67480	2313	1311	0112	0103
67481	1113	0333	0223	0312
67482	3301	0211	0123	0111
67483	3301	0213	0123	0111
67484	3301	0313	0123	0111
67485	1301	0313	0123	0111
67486	1311	0323	0212	0133
67487	1311	0323	0211	0133
67488	3313	1301	0123	0111
67489	3311	1301	0123	0111
6749	0212	0123	0113	0012
67490	3311	2311	1323	0003
67491	3311	0233	0302	0003
67492	3311	0213	0302	0003
67493	1211	0133	0302	0033
67494	3301	0311	0123	0111
67495	3313	0311	0123	0113
67496	3313	0333	0123	0113
67497	3313	0313	0123	0113
67498	1100	0333	0112	0003
67499	1100	0313	0112	0103
675	2311	1233	1202	0112
6750	0212	0122	0113	0012
67500	2311	1333	1312	0003
67501	2311	1333	0312	0003
67502	1333	1213	0212	0002
67503	1333	1233	0212	0002
67504	1333	1203	0313	0002
67505	1333	1203	0113	0302
67506	1303	0333	0203	0002
67507	1303	0311	0203	0002
67508	1213	1303	0112	0003
67509	1211	1303	0112	0003
6751	2312	0122	0111	0012
67510	3311	1303	0312	0003
67511	1312	0113	0103	0300
67512	1312	0111	0103	0300
67513	3313	1100	0133	0112
67514	3312	0111	0103	0300
67515	3312	0111	0103	0013
67516	3312	0111	0103	0011
67517	1312	1133	0111	0011
67518	3312	1133	0111	0100
67519	3312	1333	0111	0103
6752	2312	0322	0111	0012
67520	1213	1211	0123	0001
67521	1213	1311	0123	0001
67522	1213	1311	0123	0003
67523	1312	0311	0103	0003
67524	1312	0311	0113	0103
67525	3303	0233	0313	0002
67526	3303	0233	0211	0002
67527	3312	0211	0113	0102
67528	3312	0211	0113	0103
67529	1312	0311	0103	0013
6753	2312	1322	0111	0012
67530	1312	0133	0103	0013
67531	1303	0311	0113	0012
67532	1303	0133	0113	0012
67533	1133	1203	0113	0002
67534	1333	1233	0333	0002
67535	1201	0313	0123	0300
67536	1113	0323	0212	0100
67537	1113	0323	0212	0300
67538	1113	0333	0212	0302
67539	1301	0133	0112	0011
6754	2313	1322	0111	0012
67540	1333	1103	0333	0002
67541	1333	1103	0313	0002
67542	2311	0300	0013	0002
67543	3311	0113	0302	0022
67544	3311	0113	0302	0013
67545	1333	1103	0111	0012
67546	1233	1133	0113	0023
67547	1333	0113	0201	0022
67548	3311	0133	0203	0022
67549	1113	0313	0112	0022
6755	2313	0322	0111	0012
67550	1113	0313	0112	0033
67551	1113	0313	0312	0012
67552	1300	0133	0113	0012
67553	3311	1300	0111	0023
67554	3311	1300	0113	0023
67555	1233	3303	0111	0102
67556	1233	3300	0111	0102
67557	1303	0323	0113	0300
67558	1303	0133	0112	0300
67559	1303	0113	0112	0300
6756	2313	1311	0111	0012
67560	1113	2300	0313	0102
67561	1113	2300	0111	0102
67562	1112	0313	0103	0023
67563	1113	0333	0302	0011
67564	1113	0333	0102	0011
67565	1113	2301	0323	0100
67566	1113	1200	0333	0002
67567	1303	0233	0103	0002
67568	3300	0211	0133	0002
67569	3311	1323	0011	0003
6757	2313	3311	0111	0012
67570	0213	0302	0103	0001
67571	0211	0302	0103	0001
67572	0211	0302	0103	0002
67573	0213	0302	0103	0002
67574	0311	0302	0103	0001
67575	0311	0133	0123	0301
67576	0311	0133	0123	0201
67577	1113	0213	0311	0012
67578	1103	0323	0111	0300
67579	1303	0323	0113	0100
6758	2311	1311	0111	0012
67580	1213	0323	0313	0103
67581	1233	1112	0313	0103
67582	1233	1112	0313	0123
67583	2311	0323	0103	0100
67584	2311	0323	0133	0100
67585	2311	0323	0113	0100
67586	2313	1312	0111	0103
67587	3313	1312	0111	0103
67588	3313	3312	0111	0103
67589	1213	1303	0112	0300
6759	2311	1323	0111	0012
67590	1211	0323	0112	0103
67591	1211	0323	0313	0103
67592	2311	1200	0113	0112
67593	1211	1200	0113	0112
67594	1211	1300	0113	0112
67595	1213	1211	1133	0002
67596	1213	1311	1133	0002
67597	1101	0312	0133	0102
67598	1133	1200	0113	0302
67599	1133	1200	0111	0302
676	2333	1233	1202	0112
6760	2333	1311	0111	0012
67600	1133	0313	0123	0203
67601	1133	0313	0123	0103
67602	1133	0313	0123	0102
67603	1133	0313	0123	0302
67604	1133	0313	0123	0002
67605	1303	0113	0102	0001
67606	1303	0113	0102	0002
67607	1333	0113	0302	0301
67608	3311	1300	0312	0003
67609	3311	1300	0323	0003
6761	2333	3313	0111	0012
67610	1113	0211	0302	0033
67611	1113	0311	0302	0033
67612	1113	0313	0302	0033
67613	1113	0313	0302	0012
67614	1200	0311	0133	0112
67615	1200	0311	0113	0112
67616	1200	0313	0113	0112
67617	1133	1101	0313	0002
67618	1300	0133	0113	0023
67619	1300	0133	0111	0023
6762	2333	3311	0111	0012
67620	1133	0312	0111	0033
67621	1133	0312	0111	0011
67622	1133	0312	0211	0111
67623	1133	0312	0311	0111
67624	1133	1112	0211	0011
67625	1112	0233	0111	0100
67626	1112	0333	0111	0103
67627	1311	0211	0113	0022
67628	1311	0233	0133	0023
67629	1113	1103	0233	0002
6763	2333	1311	0111	0002
67630	1113	1303	0333	0002
67631	1333	0313	0033	0002
67632	1333	0213	0023	0002
67633	0133	0301	0023	0002
67634	2311	0213	0123	0112
67635	1201	0333	0123	0001
67636	1211	1100	0112	0003
67637	3313	1100	0113	0112
67638	1213	1133	1112	0001
67639	1311	1133	0012	0001
6764	2311	1311	0111	0002
67640	1113	1103	0313	0112
67641	1113	0233	0313	0112
67642	1312	1133	0133	0111
67643	3313	0333	0133	0112
67644	3313	0333	0133	0012
67645	1311	0113	0302	0022
67646	3311	0113	0102	0022
67647	3301	0313	0113	0023
67648	3313	0213	0133	0012
67649	3313	0313	0133	0012
6765	2313	1311	0111	0002
67650	3313	0313	0133	0112
67651	1311	0213	0111	0022
67652	1311	0213	0133	0023
67653	1213	1101	0133	0012
67654	1133	0213	0100	0012
67655	1101	0313	0312	0113
67656	1301	0213	0123	0111
67657	1312	1311	0100	0003
67658	1312	0311	0100	0003
67659	1312	0133	0100	0013
6766	2333	1322	0111	0002
67660	1312	3300	0113	0103
67661	1312	0333	0113	0103
67662	1133	1112	0233	0001
67663	1133	1112	0233	0002
67664	2311	0112	0103	0013
67665	2311	0302	0013	0002
67666	3313	0302	0033	0001
67667	3313	1323	0301	0003
67668	3313	1312	0211	0003
67669	1113	0311	0013	0012
6767	2311	1322	0111	0002
67670	1113	0100	0013	0012
67671	1100	0313	0133	0002
67672	1300	0333	0133	0002
67673	1113	0323	0313	0203
67674	1113	0323	0313	0201
67675	1113	0312	0133	0001
67676	1113	0312	0133	0013
67677	1233	1123	0313	0002
67678	1333	1123	0233	0002
67679	1213	1211	0103	0023
6768	2313	1322	0111	0002
67680	1213	1311	0103	0023
67681	1333	1112	0213	0111
67682	1333	1112	0313	0113
67683	1113	1112	0100	0013
67684	1113	1112	0100	0011
67685	1303	0312	0211	0003
67686	1333	0323	0133	0001
67687	1113	1300	0112	0033
67688	1203	0133	0201	0002
67689	0213	0311	0123	0102
6769	2333	0122	0111	0002
67690	1213	0323	0123	0100
67691	1113	0323	0233	0100
67692	1113	0323	0233	0102
67693	1133	1112	0213	0002
67694	1133	1112	0313	0002
67695	1303	0133	0013	0002
67696	1303	0333	0113	0002
67697	1303	0333	0213	0002
67698	1213	1101	0323	0123
67699	3313	3311	0123	0113
677	0323	0222	0122	0113
6770	2311	0122	0111	0002
67700	3313	1311	0123	0113
67701	1333	1211	1133	0002
67702	1133	0211	0203	0002
67703	1113	0113	0302	0203
67704	1113	0113	0302	0003
67705	1113	0111	0302	0003
67706	0333	0311	0123	0100
67707	1333	0313	0123	0103
67708	1333	1213	0212	0123
67709	1333	1113	0212	0112
6771	2313	0122	0111	0002
67710	1333	1113	0312	0113
67711	1113	0201	0023	0002
67712	1113	0211	0023	0002
67713	1333	1233	0102	0012
67714	1333	1213	0102	0012
67715	2300	0311	0113	0102
67716	1233	1203	0313	0112
67717	1233	1203	0113	0112
67718	1233	1103	0313	0112
67719	3311	1333	1323	0113
6772	2300	0122	0111	0002
67720	1233	1113	0333	0002
67721	1233	1133	0333	0002
67722	1333	1133	0333	0002
67723	0311	0103	0023	0002
67724	0313	0203	0102	0001
67725	0313	0203	0102	0003
67726	0313	0213	0102	0033
67727	1113	0323	0312	0100
67728	1113	0323	0313	0133
67729	1133	0312	0133	0001
6773	2303	0122	0111	0002
67730	1333	1323	0233	0002
67731	1333	1323	0213	0002
67732	1333	1112	0213	0112
67733	1333	1312	0213	0013
67734	1333	1112	0113	0011
67735	1333	1113	1112	0111
67736	1333	1113	0312	0111
67737	1333	0333	0312	0133
67738	1133	0111	0102	0001
67739	1100	0133	0112	0302
6774	2301	0122	0111	0002
67740	1113	1300	0333	0112
67741	1113	0333	0233	0312
67742	1133	0233	0203	0002
67743	1133	0233	0300	0002
67744	1233	1200	0313	0112
67745	1233	1200	0311	0112
67746	1103	0113	0301	0102
67747	1133	0213	0311	0112
67748	1112	1103	0111	0300
67749	1113	1100	0313	0123
6775	2300	0322	0111	0002
67750	3313	0302	0033	0002
67751	1213	0323	0100	0003
67752	1311	0323	0100	0013
67753	3311	0100	0033	0012
67754	3311	0100	0013	0012
67755	3311	1312	0033	0003
67756	1311	1133	0033	0002
67757	3311	0312	0013	0002
67758	1312	1103	0111	0103
67759	1311	1133	1112	0113
6776	2303	0322	0111	0002
67760	1113	0201	0012	0002
67761	1113	0213	0023	0002
67762	1301	0211	0123	0112
67763	1113	0233	0212	0102
67764	1113	0313	0211	0112
67765	1113	0313	0211	0012
67766	1113	0313	0311	0012
67767	1113	0213	0311	0112
67768	1300	0133	0112	0001
67769	1300	0133	0112	0003
6777	2301	0322	0111	0002
67770	1233	1200	0113	0112
67771	1333	3300	0113	0112
67772	1113	0113	0203	0022
67773	1113	0111	0203	0022
67774	1300	0311	0113	0012
67775	1300	0311	0113	0023
67776	2311	0213	0123	0012
67777	2311	0211	0123	0112
67778	3311	1303	0323	0003
67779	3311	0333	0323	0103
6778	1322	2302	0012	0011
67780	0211	0301	0102	0033
67781	1311	0333	0302	0033
67782	0313	0211	0102	0033
67783	0311	0211	0102	0033
67784	3312	0313	0103	0023
67785	3312	0113	0201	0013
67786	2311	1303	0113	0112
67787	2311	0312	0103	0023
67788	1301	0312	0133	0111
67789	1311	0312	0133	0111
6779	3300	2300	0002	0001
67790	1113	3300	0133	0112
67791	1213	1133	0103	0023
67792	1213	0133	0300	0023
67793	3313	0113	0203	0022
67794	3313	0113	0201	0022
67795	0312	0133	0301	0102
67796	0311	0133	0123	0203
67797	0311	0133	0123	0100
67798	1211	0233	0112	0103
67799	1311	0333	0123	0103
678	0323	0223	0122	0113
6780	1311	0212	0002	0001
67800	1311	0333	0123	0100
67801	2313	1311	0233	0002
67802	3313	0113	0102	0022
67803	3313	0113	0302	0033
67804	3313	0113	0302	0013
67805	1103	0313	0133	0002
67806	1303	0333	0233	0002
67807	1113	1200	0112	0003
67808	1113	1300	0112	0003
67809	1133	0313	0302	0002
6781	3303	2302	0002	0001
67810	1133	0313	0102	0002
67811	1133	0313	0102	0003
67812	1333	0213	0302	0003
67813	1201	0313	0123	0103
67814	1101	0313	0133	0123
67815	1133	0311	0203	0012
67816	1133	0311	0133	0012
67817	1133	0211	0100	0023
67818	1133	0213	0100	0023
67819	1113	0113	0201	0022
6782	3303	2300	0002	0001
67820	1113	0111	0201	0022
67821	1333	1312	0211	0013
67822	1333	0312	0111	0013
67823	1333	0312	0311	0033
67824	1213	1112	0133	0013
67825	1233	0123	0201	0023
67826	1213	1112	0103	0023
67827	1311	0312	0133	0033
67828	2313	1301	0311	0023
67829	2311	0112	0103	0011
6783	3311	0212	0002	0001
67830	2311	0112	0100	0023
67831	1333	0312	0133	0011
67832	1333	0312	0133	0033
67833	1103	0233	0111	0002
67834	1303	0233	0311	0002
67835	1312	0233	0111	0103
67836	1312	0333	0111	0103
67837	1312	0333	0133	0103
67838	1312	0333	0133	0100
67839	3300	0133	0011	0002
6784	0222	0212	0002	0001
67840	1300	0113	0011	0002
67841	3301	0312	0211	0113
67842	0313	0312	0133	0011
67843	0313	0312	0100	0013
67844	0313	0312	0103	0013
67845	0313	0312	0103	0011
67846	1101	0312	0113	0111
67847	1113	0312	0213	0111
67848	1113	0312	0133	0111
67849	1113	0312	0133	0033
6785	3311	2302	0002	0001
67850	1312	1100	0113	0301
67851	1312	1100	0111	0103
67852	1312	1133	0111	0103
67853	1311	1103	0113	0102
67854	3311	0113	0203	0022
67855	3311	0113	0201	0022
67856	1311	0113	0203	0022
67857	1311	0113	0201	0022
67858	3311	1312	0133	0113
67859	1333	1213	0333	0002
6786	3313	2302	0002	0001
67860	1333	1213	0233	0002
67861	1333	1233	0233	0002
67862	1333	0333	0233	0002
67863	1112	0211	0111	0103
67864	1113	0211	0111	0102
67865	1333	1211	1113	0012
67866	1333	1311	0133	0012
67867	3311	1333	1312	0013
67868	3311	1333	0312	0013
67869	3311	1333	0113	0012
6787	0112	0111	0300	0200
67870	1113	1101	0323	0301
67871	1113	1101	0112	0033
67872	1301	0311	0133	0012
67873	1301	0311	0133	0023
67874	1311	0311	0133	0023
67875	1113	0333	0313	0312
67876	1113	0233	0313	0012
67877	1113	0313	0213	0012
67878	1112	0113	0100	0012
67879	1113	0233	0100	0012
6788	0113	0103	0200	0023
67880	1311	0211	0302	0033
67881	1311	0213	0302	0033
67882	1311	0113	0302	0033
67883	1311	0313	0302	0033
67884	3312	0111	0203	0023
67885	3312	0113	0301	0023
67886	1312	1113	0313	0300
67887	1312	1311	0213	0002
67888	1200	0113	0301	0102
67889	1233	1113	0313	0112
6789	0301	0200	0023	0001
67890	1233	1113	0213	0112
67891	1133	0112	0203	0100
67892	1333	0112	0203	0100
67893	1333	0112	0203	0103
67894	1100	0312	0113	0300
67895	1113	1203	0112	0003
67896	1113	1303	0112	0003
67897	3313	0133	0123	0003
67898	1303	0311	0113	0112
67899	1113	1203	0112	0300
679	0323	0212	0122	0113
6790	0301	0200	0023	0003
67900	1113	1103	0112	0300
67901	1113	1303	0112	0300
67902	1113	1112	0233	0001
67903	1113	1112	0233	0002
67904	1300	0323	0133	0103
67905	1300	0333	0133	0302
67906	1233	0313	0123	0103
67907	1233	0313	0123	0003
67908	1233	0333	0123	0302
67909	1333	1103	0313	0112
6791	0112	0111	0302	0033
67910	1333	1101	0213	0112
67911	1133	0213	0203	0002
67912	1133	0213	0100	0002
67913	1312	1300	0111	0103
67914	1312	1133	0111	0003
67915	1312	1133	0111	0001
67916	1312	1133	0113	0111
67917	3311	0133	0023	0011
67918	3311	0133	0033	0012
67919	3311	0133	0033	0023
6792	0312	0113	0302	0023
67920	3311	1333	1312	0033
67921	3311	1333	0312	0033
67922	1333	0313	0302	0033
67923	1333	0113	0302	0033
67924	1333	0113	0302	0013
67925	1333	0113	0302	0011
67926	1112	0111	0201	0103
67927	1112	0113	0301	0100
67928	1133	0233	0201	0002
67929	1133	0233	0313	0002
6793	0112	0111	0302	0023
67930	1213	1200	0313	0112
67931	1213	1200	0113	0112
67932	1213	1200	0311	0112
67933	2311	0213	0112	0103
67934	2311	0213	0112	0100
67935	2313	0311	0123	0112
67936	2313	1311	0123	0012
67937	1113	0133	0302	0013
67938	1113	0133	0302	0011
67939	1333	1211	1113	0002
6794	0312	0111	0302	0023
67940	1113	0323	0313	0200
67941	1113	0333	0312	0300
67942	1113	0333	0312	0200
67943	1211	1103	0112	0003
67944	1333	1103	0112	0001
67945	2313	0312	0213	0002
67946	1213	0323	0133	0102
67947	0111	0302	0103	0013
67948	0111	0302	0103	0011
67949	1301	0211	0123	0111
6795	0312	0111	0102	0023
67950	1301	0311	0123	0111
67951	1133	0311	0112	0201
67952	1133	0311	0112	0203
67953	1133	1300	0113	0002
67954	1133	1113	0313	0002
67955	3311	0203	0023	0002
67956	3311	0233	0023	0002
67957	3311	0233	0012	0002
67958	1113	1301	0323	0100
67959	1133	0111	0201	0102
6796	0312	0111	0103	0023
67960	1133	0111	0203	0102
67961	1133	1101	0213	0002
67962	1133	1101	0211	0002
67963	1312	1301	0111	0103
67964	1312	1101	0111	0103
67965	1312	1133	0111	0100
67966	1312	0213	0201	0002
67967	1312	0333	0103	0001
67968	1312	0333	0103	0003
67969	1312	0313	0133	0103
6797	0112	0111	0103	0023
67970	1112	0313	0133	0100
67971	1312	0133	0111	0011
67972	1213	1133	0103	0012
67973	1311	1133	0123	0011
67974	1311	1133	0123	0003
67975	0213	0311	0123	0103
67976	2313	2311	0123	0002
67977	2313	1311	0123	0003
67978	2313	1311	0123	0002
67979	1213	0211	0123	0112
6798	0112	0111	0300	0023
67980	1213	0213	0123	0112
67981	1233	0133	0102	0012
67982	1233	0113	0102	0002
67983	1333	0333	0302	0003
67984	1311	1200	0123	0113
67985	1311	1200	0123	0112
67986	3311	0333	0302	0013
67987	3313	0333	0302	0013
67988	3313	0233	0102	0012
67989	3313	0233	0123	0113
6799	0112	0111	0301	0023
67990	1113	1200	0313	0123
67991	1113	1300	0313	0123
67992	1133	0313	0311	0112
67993	1133	0313	0211	0112
67994	1133	0313	0211	0123
67995	1133	0313	0311	0123
67996	1133	1303	0113	0002
67997	1333	1233	0213	0002
67998	1333	1233	0313	0002
67999	1312	0111	0300	0023
68	0302	0003	0002	0001
680	0312	0212	0122	0113
6800	0113	0111	0301	0023
68000	1312	0111	0200	0023
68001	1312	0311	0103	0033
68002	1312	0311	0103	0023
68003	1303	0213	0133	0112
68004	1233	0313	0133	0123
68005	1333	0313	0133	0123
68006	1312	0311	0103	0011
68007	1312	0113	0100	0011
68008	2301	0311	0113	0112
68009	1133	0313	0112	0201
6801	0113	0112	0111	0023
68010	1133	0313	0112	0301
68011	1133	0313	0112	0203
68012	1133	0313	0112	0200
68013	2313	1300	0112	0103
68014	1113	1300	0112	0300
68015	1201	0313	0123	0003
68016	1303	0113	0112	0001
68017	1133	1103	0113	0302
68018	1133	1113	0113	0302
68019	1133	0213	0113	0302
6802	0213	0311	0111	0023
68020	1100	0311	0113	0302
68021	1100	0333	0113	0002
68022	2313	3311	0113	0112
68023	3313	0123	0113	0201
68024	3313	0123	0113	0301
68025	3313	0123	0113	0300
68026	3313	0123	0113	0100
68027	1213	1100	0133	0002
68028	2313	0311	0300	0023
68029	2311	0133	0300	0012
6803	0213	0311	0113	0023
68030	1213	1112	0133	0012
68031	1100	0113	0201	0002
68032	3300	0313	0103	0102
68033	1113	0323	0313	0302
68034	1113	0323	0311	0203
68035	1333	3303	0113	0112
68036	1333	0233	0133	0023
68037	1333	0233	0133	0012
68038	3312	0213	0111	0103
68039	3312	0213	0113	0100
6804	0313	0311	0133	0023
68040	3312	0211	0113	0100
68041	1112	0313	0103	0001
68042	1112	0313	0103	0003
68043	1112	0313	0100	0003
68044	1312	0211	0113	0100
68045	1112	0311	0113	0100
68046	1100	0333	0113	0302
68047	1133	0333	0313	0102
68048	1133	0333	0311	0123
68049	0133	0111	0302	0201
6805	0313	0312	0133	0023
68050	0133	0111	0302	0301
68051	1133	0311	0113	0302
68052	1333	0103	0102	0013
68053	1333	1233	0100	0012
68054	1200	0113	0100	0002
68055	3311	0123	0113	0200
68056	3311	0123	0113	0300
68057	3313	3300	0113	0302
68058	3313	3301	0113	0302
68059	3301	0313	0033	0002
6806	0333	0322	0133	0023
68060	1301	0313	0033	0002
68061	3313	1301	0013	0002
68062	3313	0203	0013	0002
68063	3313	0203	0033	0002
68064	1312	0111	0301	0023
68065	3312	0111	0201	0023
68066	1312	0111	0201	0023
68067	0211	0103	0300	0023
68068	0211	0103	0300	0012
68069	2311	0312	0103	0012
6807	0333	0322	0113	0012
68070	1213	0123	0111	0011
68071	0133	0302	0301	0100
68072	1312	0333	0103	0102
68073	3312	0333	0103	0100
68074	1333	1233	0213	0112
68075	1333	1233	0313	0112
68076	1113	0111	0102	0200
68077	1113	0211	0102	0013
68078	1300	0313	0103	0102
68079	1300	0311	0113	0302
6808	0333	0322	0111	0012
68080	1113	0333	0223	0302
68081	1113	0233	0112	0302
68082	2311	0211	0112	0103
68083	2311	0313	0312	0103
68084	1211	1103	0112	0300
68085	3311	1303	0123	0111
68086	1133	0112	0201	0100
68087	1133	0112	0201	0103
68088	3311	2300	0113	0102
68089	1213	0333	0123	0111
6809	0133	0122	0113	0012
68090	1113	0133	0112	0011
68091	1133	0313	0133	0112
68092	1133	0213	0133	0023
68093	1312	1113	0133	0111
68094	1333	1211	0312	0113
68095	0233	0113	0301	0102
68096	0333	0133	0301	0102
68097	0133	0111	0302	0200
68098	0133	0111	0302	0100
68099	0133	0111	0302	0300
681	0312	0211	0122	0113
6810	0133	0122	0111	0012
68100	1203	0113	0100	0002
68101	3311	1300	0123	0111
68102	1311	1133	0333	0123
68103	3311	0233	0133	0023
68104	3311	0233	0123	0113
68105	1311	1201	0333	0123
68106	3311	1333	0323	0113
68107	3311	0333	0233	0002
68108	3311	1323	0233	0002
68109	1101	0312	0133	0003
6811	0133	0122	0113	0023
68110	1101	0333	0233	0002
68111	0133	0111	0302	0203
68112	1333	0111	0302	0013
68113	1333	0111	0302	0033
68114	1301	0123	0111	0001
68115	1301	0323	0111	0003
68116	3301	0123	0111	0103
68117	1333	1312	0313	0103
68118	1333	1112	0313	0103
68119	1233	1112	0313	0003
6812	0133	0122	0111	0023
68120	1233	1312	0100	0003
68121	1133	1112	0311	0003
68122	1333	1312	0311	0033
68123	1333	1312	0211	0033
68124	3311	1323	0313	0033
68125	3311	1323	0311	0033
68126	3311	1323	0111	0033
68127	1133	1112	0313	0301
68128	1133	1112	0313	0302
68129	1100	0312	0113	0100
6813	0133	0122	0033	0012
68130	1113	0313	0212	0123
68131	1113	0313	0312	0123
68132	1333	0313	0312	0133
68133	1303	0311	0013	0002
68134	3300	0113	0301	0102
68135	1312	1113	0111	0100
68136	1312	1113	0111	0103
68137	1112	0313	0111	0103
68138	1133	0133	0301	0012
68139	1133	0133	0201	0012
6814	0133	0122	0013	0012
68140	1133	0311	0112	0033
68141	1333	0211	0102	0023
68142	3311	0233	0212	0102
68143	1311	0233	0012	0002
68144	1113	0233	0302	0003
68145	1113	0233	0302	0002
68146	1333	1101	0233	0112
68147	1333	1211	0233	0112
68148	1333	1211	0233	0002
68149	1233	0113	0102	0023
6815	0333	0223	0033	0012
68150	1333	1211	0100	0023
68151	1113	1112	0211	0012
68152	1113	1112	0211	0013
68153	1113	1112	0311	0013
68154	1233	0333	0313	0123
68155	2311	0213	0113	0112
68156	2311	0313	0113	0112
68157	2311	0133	0113	0112
68158	1213	0323	0103	0002
68159	3311	1323	0113	0111
6816	0333	0223	0013	0012
68160	3311	1323	0133	0011
68161	3311	1300	0113	0012
68162	3311	1303	0113	0023
68163	2313	3311	0133	0002
68164	2313	1311	0133	0002
68165	3311	0133	0012	0011
68166	3311	0333	0123	0113
68167	1113	1200	0313	0112
68168	1113	1200	0311	0112
68169	1311	1200	0112	0111
6817	0333	0233	0033	0023
68170	1311	1133	0112	0033
68171	2311	3301	0113	0112
68172	2311	1333	0113	0112
68173	1211	1133	1113	0002
68174	1211	1133	0333	0002
68175	1303	0133	0203	0002
68176	1211	1203	0113	0112
68177	2311	1303	0113	0012
68178	1211	1133	0113	0023
68179	1113	0323	0311	0013
6818	0333	0223	0033	0023
68180	1113	0323	0313	0123
68181	1113	0323	0213	0133
68182	1233	1203	0111	0002
68183	1233	1103	0111	0002
68184	3313	0113	0302	0201
68185	3313	0213	0302	0003
68186	3313	0113	0302	0301
68187	3313	0113	0302	0001
68188	3311	1303	0312	0113
68189	1311	1203	0112	0111
6819	0333	0223	0133	0023
68190	1213	3303	0111	0102
68191	1213	3300	0111	0102
68192	3311	0123	0113	0203
68193	3311	0123	0113	0003
68194	3311	0123	0113	0103
68195	3311	0123	0113	0100
68196	1113	1201	0313	0123
68197	1113	1101	0313	0123
68198	1113	0313	0213	0123
68199	1203	0233	0133	0002
682	0312	0213	0122	0113
6820	0333	0223	0133	0012
68200	1203	0333	0111	0102
68201	1333	0113	0302	0203
68202	1333	0113	0302	0103
68203	1333	0313	0302	0103
68204	1333	0333	0312	0103
68205	0311	0302	0103	0023
68206	3311	0323	0233	0133
68207	3311	0323	0133	0033
68208	1311	1301	0133	0023
68209	1113	1100	0313	0112
